id,classes,se,code,name,pinyin,price,change,net,volume,value,mark,operation,hold,cost,profit,roi,roe,pe,rate,pb,dividend,dividend_yield,delta,total_share,time_to_market,created,modified
3173,A,sz,300268,佳沃股份,jwgf,13.17,0.27,2.093,0,0,0,0,0,0,0,1994089.16,-216.94,-23.89,3847.59,-11.36,0.0,0.0,0,134000000.0,2011-09-30,2020-08-29 19:11,2020-08-29 19:11
210,A,sh,600291,西水股份,xsgf,8.43,-0.94,-10.032,0,0,0,0,0,0,0,807342.59,-539.79,-642.19,23.29,-0.55,0.0,0.0,0,1093064378.0,2000-07-31,2020-08-29 19:11,2020-08-29 19:11
2973,A,sz,300064,豫金刚石,yjgs,2.91,-0.27,-8.491,0,0,0,0,0,0,0,254802.42,-80.43,-159.75,198.31,2.57,0.0,0.0,0,1205476595.0,2010-03-31,2020-08-29 19:11,2020-08-29 19:11
1832,A,sz,000701,厦门信达,xmxd,5.68,0.05,0.888,0,0,0,0,0,0,0,168533.06,-95.52,-113.86,154.96,14.58,0.0,0.0,0,406613056.0,1997-02-28,2020-08-29 19:11,2020-08-29 19:11
3063,A,sz,300157,恒泰艾普,htap,4.39,-0.09,-2.009,0,0,0,0,0,0,0,71821.89,-29.97,-34.56,693.42,1.28,0.0,0.0,0,712113257.0,2011-01-31,2020-08-29 19:11,2020-08-29 19:11
710,A,sh,600986,科达股份,kdgf,5.13,0.07,1.383,0,0,0,0,0,0,0,22503.55,-41.25,-37.33,146.14,1.89,0.0,0.0,0,1324552361.0,2004-04-30,2020-08-29 19:11,2020-08-29 19:11
3239,A,sz,300334,津膜科技,jmkj,9.49,-0.49,-4.91,0,0,0,0,0,0,0,19858.42,-51.94,-29.94,127.7,3.63,0.0,0.0,0,302065356.0,2012-07-31,2020-08-29 19:11,2020-08-29 19:11
3084,A,sz,300178,腾邦国际,tbgj,4.66,0.36,8.372,0,0,0,0,0,0,0,8101.52,-69.54,-68.05,17.12,2.39,0.0,0.0,0,616508293.0,2011-02-28,2020-08-29 19:11,2020-08-29 19:11
2356,A,sz,002378,章源钨业,zywy,4.75,0.02,0.423,0,0,0,0,0,0,0,7134.46,-16.75,-7.42,574.04,2.73,0.0,0.0,0,924167436.0,2010-03-31,2020-08-29 19:11,2020-08-29 19:11
500,A,sh,600691,阳煤化工,ymhg,2.13,-0.01,-0.467,0,0,0,0,0,0,0,6127.81,-24.25,-28.54,88.54,1.05,0.0,0.0,0,2375981952.0,1993-11-30,2020-08-29 19:11,2020-08-29 19:11
637,A,sh,600858,银座股份,yzgf,6.33,0.02,0.317,0,0,0,0,0,0,0,5945.86,-7.4,-6.97,1152.79,1.15,0.35,0.55,0,520066589.0,1994-05-31,2020-08-29 19:11,2020-08-29 19:11
178,A,sh,600239,云南城投,ynct,3.97,-0.02,-0.501,0,0,0,0,0,0,0,5520.12,-82.96,-54.72,12.16,4.43,0.0,0.0,0,1605686908.0,1999-12-30,2020-08-29 19:11,2020-08-29 19:11
2539,A,sz,002582,好想你,hxn,15.92,-0.01,-0.063,0,0,0,0,0,0,0,3240.73,69.56,28.27,16.48,1.46,0.86,0.54,0,515684160.0,2011-05-31,2020-08-29 19:11,2020-08-29 19:11
2361,A,sz,002383,合众思壮,hzsz,10.59,-0.35,-3.199,0,0,0,0,0,0,0,2487.06,-30.11,-14.7,56.19,2.93,0.0,0.0,0,745158184.0,2010-04-30,2020-08-29 19:11,2020-08-29 19:11
2656,A,sz,002714,牧原股份,mygf,89.73,1.13,1.275,0,0,0,0,0,0,0,2298.66,106.07,5.43,39.91,10.9,5.5,0.61,0,3747834147.0,2014-01-30,2020-08-29 19:11,2020-08-29 19:11
3313,A,sz,300410,正业科技,zykj,8.77,-0.31,-3.414,0,0,0,0,0,0,0,2225.7,-48.66,-27.34,16.73,3.35,0.0,0.0,0,381290225.0,2014-12-31,2020-08-29 19:11,2020-08-29 19:11
2167,A,sz,002164,宁波东力,nbdl,5.97,-0.17,-2.769,0,0,0,0,0,0,0,1686.37,205.48,31.81,2.58,5.97,0.0,0.0,0,564715112.0,2007-08-31,2020-08-29 19:11,2020-08-29 19:11
394,A,sh,600556,天下秀,txx,20.82,0.11,0.531,0,0,0,0,0,0,0,1637.99,-2194.96,1.25,-5.97,32.6,0.15,0.07,0,1680420315.0,2001-08-31,2020-08-29 19:11,2020-08-29 19:11
2479,A,sz,002517,恺英网络,kywl,5.84,0.01,0.172,0,0,0,0,0,0,0,1631.57,-36.77,-14.36,30.9,4.51,0.0,0.0,0,2152517634.0,2010-12-31,2020-08-29 19:11,2020-08-29 19:11
3241,A,sz,300336,新文化,xwh,5.35,-0.12,-2.194,0,0,0,0,0,0,0,1292.57,-35.77,-25.61,14.11,2.25,0.0,0.0,0,806230192.0,2012-07-31,2020-08-29 19:11,2020-08-29 19:11
2176,A,sz,002173,创新医疗,cxyl,7.64,-0.01,-0.131,0,0,0,0,0,0,0,1282.58,-32.53,-33.47,11.78,1.44,0.0,0.0,0,454856365.0,2007-09-28,2020-08-29 19:11,2020-08-29 19:11
3005,A,sz,300097,智云股份,zygf,15.05,0.37,2.52,0,0,0,0,0,0,0,1158.95,-32.76,-14.1,25.09,3.47,0.0,0.0,0,288549669.0,2010-07-30,2020-08-29 19:11,2020-08-29 19:11
2160,A,sz,002157,正邦科技,zbkj,24.54,0.22,0.905,0,0,0,0,0,0,0,1076.46,59.45,7.14,25.36,5.21,0.7,0.29,0,2504372315.0,2007-08-31,2020-08-29 19:11,2020-08-29 19:11
2698,A,sz,002761,多喜爱,dxa,10.11,-0.09,-0.882,0,0,0,0,0,0,0,949.76,29.11,9.86,33.09,2.77,2.0,1.98,0,1081340098.0,2015-06-30,2020-08-29 19:11,2020-08-29 19:11
433,A,sh,600601,方正科技,fzkj,4.71,-0.05,-1.05,0,0,0,0,0,0,0,832.51,-39.52,-11.35,18.56,5.81,0.0,0.0,0,2194891204.0,1990-12-31,2020-08-29 19:11,2020-08-29 19:11
3183,A,sz,300278,华昌达,hcd,6.04,-0.03,-0.494,0,0,0,0,0,0,0,693.23,-94.38,-31.66,2.32,17.11,0.0,0.0,0,597183412.0,2011-12-30,2020-08-29 19:11,2020-08-29 19:11
2258,A,sz,002269,美邦服饰,mbfs,2.23,0.0,0.0,0,0,0,0,0,0,0,685.66,-42.59,-20.8,7.74,3.59,0.0,0.0,0,2512500000.0,2008-08-29,2020-08-29 19:11,2020-08-29 19:11
1987,A,sz,000958,东方能源,dfny,5.36,0.05,0.942,0,0,0,0,0,0,0,634.78,28.09,13.07,17.29,1.81,0.1,0.19,0,5383418520.0,1999-12-30,2020-08-29 19:11,2020-08-29 19:11
149,A,sh,600198,大唐电信,dtdx,12.28,0.05,0.409,0,0,0,0,0,0,0,614.28,601.6,-7.62,-1.34,-133.62,0.0,0.0,0,882108472.0,1998-10-30,2020-08-29 19:11,2020-08-29 19:11
1893,A,sz,000800,一汽解放,yqjf,14.37,-0.07,-0.485,0,0,0,0,0,0,0,605.16,9.35,3.2,202.26,2.76,0.0,0.0,0,4609666212.0,1997-06-27,2020-08-29 19:11,2020-08-29 19:11
2612,A,sz,002662,京威股份,jwgf,4.45,-0.07,-1.549,0,0,0,0,0,0,0,541.51,-36.57,-27.12,5.46,2.12,0.0,0.0,0,1500000000.0,2012-03-30,2020-08-29 19:11,2020-08-29 19:11
2633,A,sz,002686,亿利达,yld,5.71,0.04,0.705,0,0,0,0,0,0,0,535.11,-32.62,-19.86,8.26,2.55,0.0,0.0,0,435568563.0,2012-07-31,2020-08-29 19:11,2020-08-29 19:11
3321,A,sz,300418,昆仑万维,klww,27.63,-0.48,-1.708,0,0,0,0,0,0,0,469.94,107.36,13.51,3.24,3.74,0.26,0.09,0,1173023110.0,2015-01-30,2020-08-29 19:11,2020-08-29 19:11
445,A,sh,600617,国新能源,gxny,5.0,0.09,1.833,0,0,0,0,0,0,0,436.59,-10.34,-7.24,58.32,1.55,0.0,0.0,0,1084663692.0,1992-10-30,2020-08-29 19:11,2020-08-29 19:11
628,A,sh,600846,同济科技,tjkj,9.57,0.69,7.77,0,0,0,0,0,0,0,432.43,58.21,22.58,3.29,2.03,3.4,3.55,0,624761516.0,1994-03-31,2020-08-29 19:11,2020-08-29 19:11
166,A,sh,600221,海航控股,hhkg,1.64,0.01,0.613,0,0,0,0,0,0,0,388.14,-25.57,-44.91,3.38,0.79,0.0,0.0,0,16806120330.0,1999-11-30,2020-08-29 19:11,2020-08-29 19:11
3088,A,sz,300182,捷成股份,jcgf,5.62,0.04,0.717,0,0,0,0,0,0,0,387.4,-24.47,-17.06,9.28,1.91,0.0,0.0,0,2574960807.0,2011-02-28,2020-08-29 19:11,2020-08-29 19:11
3230,A,sz,300325,德威新材,dwxc,3.25,-0.23,-6.609,0,0,0,0,0,0,0,374.99,-45.41,-18.94,4.36,4.26,0.0,0.0,0,1005743085.0,2012-06-29,2020-08-29 19:11,2020-08-29 19:11
3008,A,sz,300100,双林股份,slgf,9.13,1.52,19.974,0,0,0,0,0,0,0,362.6,-34.21,-21.99,4.82,2.32,0.0,0.0,0,456566616.0,2010-08-31,2020-08-29 19:11,2020-08-29 19:11
3102,A,sz,300197,铁汉生态,thst,3.21,-0.04,-1.231,0,0,0,0,0,0,0,339.17,-17.03,-14.58,13.66,1.44,0.0,0.0,0,2346331787.0,2011-03-31,2020-08-29 19:11,2020-08-29 19:11
1638,A,sz,000040,东旭蓝天,dxlt,3.33,-0.01,-0.299,0,0,0,0,0,0,0,334.47,-9.2,-26.89,13.52,0.38,0.0,0.0,0,1486873869.0,1994-08-31,2020-08-29 19:11,2020-08-29 19:11
1708,A,sz,000516,国际医学,gjyx,5.92,0.22,3.86,0,0,0,0,0,0,0,320.17,-14.16,-6.55,34.52,2.53,0.0,0.0,0,1971049302.0,1993-08-31,2020-08-29 19:11,2020-08-29 19:11
3206,A,sz,300301,长方集团,cfjt,3.18,-0.16,-4.79,0,0,0,0,0,0,0,305.02,-30.35,-20.06,5.01,2.17,0.0,0.0,0,790108769.0,2012-03-30,2020-08-29 19:11,2020-08-29 19:11
3370,A,sz,300467,迅游科技,xykj,18.32,-0.22,-1.187,0,0,0,0,0,0,0,291.42,-57.71,-32.79,1.54,3.75,0.0,0.0,0,203204896.0,2015-05-29,2020-08-29 19:11,2020-08-29 19:11
1690,A,sz,000421,南京公用,njgy,7.03,0.06,0.861,0,0,0,0,0,0,0,274.69,33.12,21.05,3.94,1.35,0.65,0.92,0,572646934.0,1996-08-30,2020-08-29 19:11,2020-08-29 19:11
3174,A,sz,300269,联建光电,ljgd,4.23,-0.43,-9.227,0,0,0,0,0,0,0,258.43,-79.25,-63.94,0.51,5.88,0.0,0.0,0,567667546.0,2011-10-31,2020-08-29 19:11,2020-08-29 19:11
3365,A,sz,300462,华铭智能,hmzn,26.39,-0.43,-1.603,0,0,0,0,0,0,0,237.65,41.38,7.42,7.74,2.96,1.5,0.57,0,188265025.0,2015-05-29,2020-08-29 19:11,2020-08-29 19:11
3169,A,sz,300264,佳创视讯,jcsx,5.44,-0.23,-4.056,0,0,0,0,0,0,0,222.24,-28.88,-6.81,11.3,7.6,0.0,0.0,0,413100000.0,2011-09-30,2020-08-29 19:11,2020-08-29 19:11
2938,A,sz,300027,华谊兄弟,hyxd,6.37,0.05,0.791,0,0,0,0,0,0,0,219.47,-46.91,-21.56,2.17,4.21,0.0,0.0,0,2787959919.0,2009-10-30,2020-08-29 19:11,2020-08-29 19:11
2468,A,sz,002504,弘高创意,hgcy,2.76,-0.02,-0.719,0,0,0,0,0,0,0,212.46,-33.55,-10.77,5.88,4.59,0.0,0.0,0,1025800523.0,2010-11-30,2020-08-29 19:11,2020-08-29 19:11
562,A,sh,600764,中国海防,zghf,36.44,1.31,3.729,0,0,0,0,0,0,0,204.74,45.31,3.4,13.29,3.99,2.73,0.75,0,710629386.0,1996-11-29,2020-08-29 19:11,2020-08-29 19:11
1836,A,sz,000708,中信特钢,zxtg,17.95,0.17,0.956,0,0,0,0,0,0,0,199.13,16.08,8.66,14.3,3.61,10.0,5.57,0,5047143433.0,1997-03-31,2020-08-29 19:11,2020-08-29 19:11
512,A,sh,600707,彩虹股份,chgf,4.53,-0.06,-1.307,0,0,0,0,0,0,0,191.72,-7.26,-9.01,29.31,0.86,0.0,0.0,0,3588389732.0,1996-05-31,2020-08-29 19:11,2020-08-29 19:11
3040,A,sz,300133,华策影视,hcys,8.66,-0.05,-0.574,0,0,0,0,0,0,0,189.39,-18.44,-8.35,12.3,2.82,0.15,0.17,0,1755673701.0,2010-10-29,2020-08-29 19:11,2020-08-29 19:11
2559,A,sz,002605,姚记科技,yjkj,35.4,0.28,0.797,0,0,0,0,0,0,0,185.38,77.87,7.51,3.17,7.12,4.02,1.14,0,399970187.0,2011-08-31,2020-08-29 19:11,2020-08-29 19:11
1881,A,sz,000785,居然之家,jrzj,9.94,0.23,2.369,0,0,0,0,0,0,0,183.44,11.02,5.76,28.9,4.02,0.78,0.78,0,6019830101.0,1997-07-31,2020-08-29 19:11,2020-08-29 19:11
1859,A,sz,000736,中交地产,zjdc,7.2,0.09,1.266,0,0,0,0,0,0,0,167.47,44.41,26.37,1.43,1.78,1.1,1.53,0,695433689.0,1997-04-30,2020-08-29 19:11,2020-08-29 19:11
2109,A,sz,002100,天康生物,tksw,18.03,0.48,2.735,0,0,0,0,0,0,0,159.39,36.89,7.13,6.06,3.66,2.0,1.11,0,1073774325.0,2006-12-29,2020-08-29 19:11,2020-08-29 19:11
1141,A,sh,603399,吉翔股份,jxgf,7.81,-0.2,-2.497,0,0,0,0,0,0,0,158.77,-15.41,-8.6,11.98,2.08,0.0,0.0,0,535600649.0,2012-08-31,2020-08-29 19:11,2020-08-29 19:11
1642,A,sz,000048,京基智农,jjzn,37.15,2.5,7.215,0,0,0,0,0,0,0,156.45,94.68,7.65,2.16,7.4,7.5,2.02,0,402491731.0,1994-11-30,2020-08-29 19:11,2020-08-29 19:11
567,A,sh,600770,综艺股份,zygf,6.71,0.1,1.513,0,0,0,0,0,0,0,148.63,9.82,3.9,38.81,2.29,0.0,0.0,0,1300000000.0,1996-11-29,2020-08-29 19:11,2020-08-29 19:11
3094,A,sz,300189,神农科技,snkj,6.8,0.8,13.333,0,0,0,0,0,0,0,145.93,-18.82,-3.68,21.07,6.35,0.0,0.0,0,1024000000.0,2011-03-31,2020-08-29 19:11,2020-08-29 19:11
1709,A,sz,000517,荣安地产,radc,3.27,0.3,10.101,0,0,0,0,0,0,0,144.64,35.97,18.79,2.14,1.45,1.0,3.06,0,3183922485.0,1993-08-31,2020-08-29 19:11,2020-08-29 19:11
2239,A,sz,002244,滨江集团,bjjt,5.12,0.25,5.133,0,0,0,0,0,0,0,141.02,29.55,29.1,1.64,0.94,1.32,2.58,0,3111443890.0,2008-05-30,2020-08-29 19:11,2020-08-29 19:11
3248,A,sz,300343,联创股份,lcgf,3.09,-0.15,-4.63,0,0,0,0,0,0,0,140.89,-37.38,-44.87,0.84,4.56,0.0,0.0,0,1175112162.0,2012-08-31,2020-08-29 19:11,2020-08-29 19:11
1661,A,sz,000090,天健集团,tjjt,7.94,0.16,2.057,0,0,0,0,0,0,0,138.66,33.01,15.11,2.78,1.76,3.8,4.79,0,1868545434.0,1999-07-30,2020-08-29 19:11,2020-08-29 19:11
2253,A,sz,002264,新 华 都,xhd,5.33,0.05,0.947,0,0,0,0,0,0,0,135.35,-30.12,-12.73,3.53,3.71,0.0,0.0,0,684563880.0,2008-07-31,2020-08-29 19:11,2020-08-29 19:11
1411,A,sh,603988,中电电机,zddj,16.8,0.32,1.942,0,0,0,0,0,0,0,134.13,43.26,6.77,4.58,4.78,4.65,2.77,0,235200000.0,2014-11-28,2020-08-29 19:11,2020-08-29 19:11
112,A,sh,600153,建发股份,jfgf,9.83,0.08,0.821,0,0,0,0,0,0,0,132.32,33.85,33.41,1.17,0.87,5.0,5.09,0,2835200530.0,1998-06-30,2020-08-29 19:11,2020-08-29 19:11
895,A,sh,601919,中远海控,zyhk,5.36,0.13,2.486,0,0,0,0,0,0,0,121.35,34.41,15.4,2.29,1.78,0.0,0.0,0,12259529227.0,2007-06-29,2020-08-29 19:11,2020-08-29 19:11
2933,A,sz,300022,吉峰科技,jfkj,5.51,-0.03,-0.542,0,0,0,0,0,0,0,116.04,-45.99,-4.05,6.23,26.23,0.0,0.0,0,380240380.0,2009-10-30,2020-08-29 19:11,2020-08-29 19:11
3255,A,sz,300350,华鹏飞,hpf,5.7,0.05,0.885,0,0,0,0,0,0,0,110.29,-55.85,-20.57,0.96,7.58,0.0,0.0,0,476724433.0,2012-08-31,2020-08-29 19:11,2020-08-29 19:11
2208,A,sz,002211,宏达新材,hdxc,6.46,0.06,0.937,0,0,0,0,0,0,0,109.79,-9.93,-2.83,39.07,3.9,0.0,0.0,0,432475778.0,2008-02-29,2020-08-29 19:11,2020-08-29 19:11
1848,A,sz,000721,西安饮食,xays,4.86,0.06,1.25,0,0,0,0,0,0,0,107.54,-15.66,-4.19,16.39,4.45,0.0,0.0,0,499055919.0,1997-04-30,2020-08-29 19:11,2020-08-29 19:11
3151,A,sz,300246,宝莱特,blt,39.24,0.88,2.294,0,0,0,0,0,0,0,105.36,52.58,4.96,4.04,7.56,2.0,0.51,0,146088000.0,2011-07-29,2020-08-29 19:11,2020-08-29 19:11
235,A,sh,600325,华发股份,hfgf,7.11,0.14,2.009,0,0,0,0,0,0,0,105.19,29.97,25.25,1.39,1.01,4.0,5.63,0,2117219616.0,2004-02-27,2020-08-29 19:11,2020-08-29 19:11
326,A,sh,600466,蓝光发展,lgfz,5.4,0.14,2.662,0,0,0,0,0,0,0,104.4,33.43,25.39,1.23,1.04,2.87,5.31,0,3034930435.0,2001-02-28,2020-08-29 19:11,2020-08-29 19:11
3152,A,sz,300247,融捷健康,rjjk,3.13,-0.05,-1.572,0,0,0,0,0,0,0,103.25,-44.78,-27.78,0.83,2.9,0.0,0.0,0,804040313.0,2011-07-29,2020-08-29 19:11,2020-08-29 19:11
402,A,sh,600565,迪马股份,dmgf,3.16,0.08,2.597,0,0,0,0,0,0,0,101.23,25.37,26.25,1.52,0.83,0.6,1.9,0,2435976284.0,2002-07-31,2020-08-29 19:11,2020-08-29 19:11
177,A,sh,600237,铜峰电子,tfdz,4.21,0.02,0.477,0,0,0,0,0,0,0,101.22,-12.12,-6.27,13.32,2.18,0.0,0.0,0,564369565.0,2000-06-29,2020-08-29 19:11,2020-08-29 19:11
449,A,sh,600621,华鑫股份,hxgf,22.28,0.91,4.258,0,0,0,0,0,0,0,99.69,8.46,2.23,52.84,3.49,0.19,0.09,0,1060899292.0,1992-12-31,2020-08-29 19:11,2020-08-29 19:11
1089,A,sh,603315,福鞍股份,fagf,12.74,-0.09,-0.701,0,0,0,0,0,0,0,93.54,11.64,4.1,19.6,2.97,1.65,1.3,0,307026264.0,2015-04-30,2020-08-29 19:11,2020-08-29 19:11
107,A,sh,600143,金发科技,jfkj,17.72,-0.08,-0.449,0,0,0,0,0,0,0,92.92,33.21,6.96,4.02,3.59,1.0,0.56,0,2573622343.0,2004-06-30,2020-08-29 19:11,2020-08-29 19:11
1884,A,sz,000789,万年青,wnq,17.98,0.45,2.567,0,0,0,0,0,0,0,90.67,52.64,15.11,1.14,2.76,7.0,3.89,0,797373678.0,1997-09-30,2020-08-29 19:11,2020-08-29 19:11
514,A,sh,600710,苏美达,smd,5.23,0.11,2.148,0,0,0,0,0,0,0,88.87,34.11,22.46,1.16,1.39,1.02,1.95,0,1306749434.0,1996-07-31,2020-08-29 19:11,2020-08-29 19:11
1990,A,sz,000961,中南建设,znjs,9.94,0.08,0.811,0,0,0,0,0,0,0,86.38,28.99,14.75,2.02,1.65,2.8,2.82,0,3779639009.0,2000-03-31,2020-08-29 19:11,2020-08-29 19:11
845,A,sh,601668,中国建筑,zgjz,5.2,0.1,1.961,0,0,0,0,0,0,0,86.3,27.5,29.33,1.07,0.81,1.85,3.56,0,41965071511.0,2009-07-31,2020-08-29 19:11,2020-08-29 19:11
626,A,sh,600844,丹化科技,dhkj,3.36,-0.01,-0.297,0,0,0,0,0,0,0,85.16,-18.46,-10.88,4.24,2.19,0.0,0.0,0,1016524240.0,1994-03-31,2020-08-29 19:11,2020-08-29 19:11
2534,A,sz,002577,雷柏科技,lbkj,14.97,0.22,1.492,0,0,0,0,0,0,0,85.02,-12.21,-3.41,20.42,4.1,0.0,0.0,0,282880000.0,2011-04-29,2020-08-29 19:11,2020-08-29 19:11
1208,A,sh,603609,禾丰牧业,hfmy,16.97,0.33,1.983,0,0,0,0,0,0,0,84.06,36.15,11.18,2.08,2.55,2.2,1.3,0,922059896.0,2014-08-29,2020-08-29 19:11,2020-08-29 19:11
2150,A,sz,002146,荣盛发展,rsfz,8.27,0.15,1.847,0,0,0,0,0,0,0,84.01,27.61,26.69,1.14,0.87,4.8,5.8,0,4348163851.0,2007-08-31,2020-08-29 19:11,2020-08-29 19:11
331,A,sh,600476,湘邮科技,xykj,14.39,0.13,0.912,0,0,0,0,0,0,0,82.58,-29.43,-2.84,9.88,14.68,0.0,0.0,0,161070000.0,2003-12-31,2020-08-29 19:11,2020-08-29 19:11
2295,A,sz,002310,东方园林,dfyl,5.38,0.05,0.938,0,0,0,0,0,0,0,81.64,6.56,5.26,23.66,1.18,0.0,0.0,0,2685462003.0,2009-11-30,2020-08-29 19:11,2020-08-29 19:11
1814,A,sz,000672,上峰水泥,sfsn,28.18,0.28,1.004,0,0,0,0,0,0,0,79.69,60.37,10.56,1.25,4.01,9.0,3.19,0,813619871.0,1996-12-31,2020-08-29 19:11,2020-08-29 19:11
32,A,sh,600048,保利地产,bldc,16.47,0.27,1.667,0,0,0,0,0,0,0,77.61,31.68,19.29,1.27,1.38,8.2,4.98,0,11934230089.0,2006-07-31,2020-08-29 19:11,2020-08-29 19:11
3111,A,sz,300206,理邦仪器,lbyq,22.99,0.07,0.305,0,0,0,0,0,0,0,77.3,41.46,3.86,4.83,8.03,1.72,0.75,0,581721846.0,2011-04-29,2020-08-29 19:11,2020-08-29 19:11
368,A,sh,600520,文一科技,wykj,9.16,0.02,0.219,0,0,0,0,0,0,0,76.7,-15.69,-4.46,10.96,4.12,0.0,0.0,0,158430000.0,2002-01-31,2020-08-29 19:11,2020-08-29 19:11
281,A,sh,600383,金地集团,jdjt,14.95,0.36,2.467,0,0,0,0,0,0,0,75.3,31.84,22.31,1.06,1.33,6.7,4.48,0,4514583572.0,2001-04-30,2020-08-29 19:11,2020-08-29 19:11
2461,A,sz,002493,荣盛石化,rssh,19.94,0.27,1.373,0,0,0,0,0,0,0,71.97,34.09,5.8,3.64,5.01,1.2,0.6,0,6291107750.0,2010-11-30,2020-08-29 19:11,2020-08-29 19:11
2417,A,sz,002443,金洲管道,jzgd,7.91,0.07,0.893,0,0,0,0,0,0,0,71.85,23.38,13.42,2.29,1.56,3.0,3.79,0,520535520.0,2010-07-30,2020-08-29 19:11,2020-08-29 19:11
3264,A,sz,300359,全通教育,qtjy,7.61,-0.31,-3.914,0,0,0,0,0,0,0,71.69,-51.06,-14.04,1.0,7.66,0.0,0.0,0,634103422.0,2014-01-30,2020-08-29 19:11,2020-08-29 19:11
3104,A,sz,300199,翰宇药业,hyyy,7.89,0.27,3.543,0,0,0,0,0,0,0,70.7,-28.98,-12.64,1.93,3.15,0.0,0.0,0,916927040.0,2011-04-29,2020-08-29 19:11,2020-08-29 19:11
2080,A,sz,002064,华峰氨纶,hfal,7.61,0.14,1.874,0,0,0,0,0,0,0,69.11,20.59,6.43,5.22,3.53,0.5,0.66,0,4633519221.0,2006-08-31,2020-08-29 19:11,2020-08-29 19:11
2285,A,sz,002299,圣农发展,snfz,26.8,0.5,1.901,0,0,0,0,0,0,0,68.05,46.28,11.31,1.3,3.32,15.0,5.6,0,1244299512.0,2009-10-30,2020-08-29 19:11,2020-08-29 19:11
2405,A,sz,002431,棕榈股份,zlgf,3.68,-0.08,-2.128,0,0,0,0,0,0,0,67.91,-15.76,-15.39,2.8,1.19,0.0,0.0,0,1486985450.0,2010-06-30,2020-08-29 19:11,2020-08-29 19:11
252,A,sh,600346,恒力石化,hlsh,20.2,0.3,1.508,0,0,0,0,0,0,0,67.73,39.43,8.18,2.1,3.63,4.0,1.98,0,7039099786.0,2001-08-31,2020-08-29 19:11,2020-08-29 19:11
3023,A,sz,300116,坚瑞沃能,jrwn,2.65,-0.43,-13.961,0,0,0,0,0,0,0,64.87,-71.32,18.19,-0.5,22.03,0.0,0.0,0,4281082697.0,2010-09-30,2020-08-29 19:11,2020-08-29 19:11
1721,A,sz,000531,穗恒运Ａ,shya,10.52,0.07,0.67,0,0,0,0,0,0,0,64.22,21.13,11.6,2.62,1.47,1.0,0.95,0,685082820.0,1994-01-31,2020-08-29 19:11,2020-08-29 19:11
438,A,sh,600606,绿地控股,ldkg,7.88,0.06,0.767,0,0,0,0,0,0,0,63.81,28.01,21.29,1.07,1.27,4.0,5.08,0,12168154385.0,1992-04-10,2020-08-29 19:11,2020-08-29 19:11
2648,A,sz,002703,浙江世宝,zjsb,5.52,0.09,1.657,0,0,0,0,0,0,0,63.05,-10.93,-3.66,15.76,3.3,0.0,0.0,0,789644636.0,2012-11-30,2020-08-29 19:11,2020-08-29 19:11
1725,A,sz,000537,广宇发展,gyfz,7.88,0.42,5.63,0,0,0,0,0,0,0,62.61,24.76,20.23,1.25,1.01,3.0,3.81,0,1862520719.0,1993-12-31,2020-08-29 19:11,2020-08-29 19:11
1840,A,sz,000712,锦龙股份,jlgf,15.15,0.28,1.883,0,0,0,0,0,0,0,62.52,8.05,2.0,38.83,3.86,0.0,0.0,0,896000000.0,1997-04-30,2020-08-29 19:11,2020-08-29 19:11
2526,A,sz,002567,唐人神,trs,11.15,0.32,2.955,0,0,0,0,0,0,0,61.38,19.26,7.13,4.47,2.62,2.3,2.06,0,927193348.0,2011-03-31,2020-08-29 19:11,2020-08-29 19:11
258,A,sh,600355,精伦电子,jldz,3.32,0.01,0.302,0,0,0,0,0,0,0,61.33,-20.07,-4.25,7.19,5.9,0.0,0.0,0,492089200.0,2002-06-28,2020-08-29 19:11,2020-08-29 19:11
2703,A,sz,002768,国恩股份,gegf,37.98,0.51,1.361,0,0,0,0,0,0,0,58.63,35.93,7.52,2.17,3.56,1.0,0.26,0,271250000.0,2015-06-30,2020-08-29 19:11,2020-08-29 19:11
1656,A,sz,000069,华侨城Ａ,hqca,7.23,0.11,1.545,0,0,0,0,0,0,0,57.87,22.52,22.74,1.13,0.89,3.05,4.22,0,8201793915.0,1997-09-30,2020-08-29 19:11,2020-08-29 19:11
2183,A,sz,002182,云海金属,yhjs,11.29,0.02,0.177,0,0,0,0,0,0,0,56.5,35.76,10.0,1.58,2.73,1.5,1.33,0,646422538.0,2007-11-30,2020-08-29 19:11,2020-08-29 19:11
2684,A,sz,002746,仙坛股份,xtgf,14.7,0.2,1.379,0,0,0,0,0,0,0,56.23,34.14,13.5,1.22,2.01,4.0,2.72,0,463692511.0,2015-02-27,2020-08-29 19:11,2020-08-29 19:11
1678,A,sz,000401,冀东水泥,jdsn,18.02,0.19,1.066,0,0,0,0,0,0,0,55.93,35.22,17.26,0.92,1.94,5.0,2.77,0,1347522913.0,1996-06-28,2020-08-29 19:11,2020-08-29 19:11
1608,A,sz,000002,万 科Ａ,wka,27.57,0.62,2.301,0,0,0,0,0,0,0,55.42,32.91,17.01,0.99,1.64,10.17,3.69,0,11617732201.0,1991-01-30,2020-08-29 19:11,2020-08-29 19:11
34,A,sh,600051,宁波联合,nblh,11.39,-0.01,-0.088,0,0,0,0,0,0,0,54.97,22.51,15.36,1.59,1.21,2.0,1.76,0,310880000.0,1997-04-30,2020-08-29 19:11,2020-08-29 19:11
